vehicle_id,camera_id,count,mean,std,p0013,p02,p05
1,S01c003,105,0.9453065395355225,0.028009193018078804,0.8663577520847321,0.8825006318092347,0.8960552096366883
1,S01c002,5151,0.7780805826187134,0.09488735347986221,0.4602277743816376,0.5680056214332581,0.6118410229682922
1,S01c004,21,0.9121490716934204,0.05996014177799225,0.8050570752620697,0.8059508562088012,0.807384729385376
9,S01c003,9591,0.9362971782684326,0.05440153926610947,0.6970216190218925,0.7975998044013977,0.8315886557102203
9,S01c001,190,0.9146243333816528,0.05806495249271393,0.7578309075891971,0.7812863886356354,0.8014528185129166
9,S01c002,231,0.9068511724472046,0.05304425582289696,0.7544860993027687,0.788256847858429,0.81008380651474
9,S01c004,1653,0.771443784236908,0.12643234431743622,0.38087100464105605,0.4911668074131012,0.5495790123939515
36,S01c003,12246,0.9322742819786072,0.059791579842567444,0.5610565555691719,0.7808675825595855,0.8152855336666107
36,S01c001,231,0.9203431606292725,0.04923519864678383,0.7524394223690033,0.7937266111373902,0.8186065852642059
36,S01c002,171,0.9447082281112671,0.03512674197554588,0.8237228558063507,0.8375628471374512,0.8524014055728912
36,S01c004,2278,0.7523494362831116,0.1751200407743454,0.2992725578933954,0.37274177372455597,0.4221665278077126
11,S01c003,13041,0.8035547137260437,0.11791574954986572,0.4332581539154053,0.522609543800354,0.5765647292137146
11,S01c001,78,0.9052934050559998,0.05462411046028137,0.7595849778234959,0.788696129322052,0.8028870612382889
11,S01c002,153,0.920307457447052,0.04214219003915787,0.8156676512241363,0.8388503956794738,0.8488449573516845
11,S01c004,1711,0.8574559092521667,0.08722645044326782,0.5760862945318223,0.6480980634689331,0.6895325779914856
34,S01c003,1653,0.8290758728981018,0.10411287844181061,0.5689251157045364,0.6077836966514587,0.6374129176139831
34,S01c001,253,0.9141301512718201,0.048294343054294586,0.7651711375713348,0.7904200100898743,0.8110870242118835
34,S01c002,55,0.8952988982200623,0.0731496661901474,0.7025718702793121,0.7547820281982421,0.7583562731742859
34,S01c004,1081,0.9308403134346008,0.04679501801729202,0.7317402365207673,0.7655882239341736,0.8432717323303223
7,S01c003,2016,0.8032077550888062,0.12420260906219482,0.41470813147723673,0.5060028791427612,0.5557415783405304
7,S01c001,253,0.8605341911315918,0.0729573592543602,0.6711283236503601,0.6852923560142518,0.7349690556526184
7,S01c002,55,0.8488286733627319,0.11256051063537598,0.5822535398006439,0.6152932024002076,0.6250992000102997
7,S01c004,1596,0.852269172668457,0.12215866893529892,0.44519859996438027,0.4830644905567169,0.552137941122055
54,S01c003,1431,0.7801903486251831,0.1383143663406372,0.452832082092762,0.4913427114486694,0.5224759876728058
54,S01c001,210,0.9053846001625061,0.04544179514050484,0.7842265143573284,0.8040874469280243,0.8230447143316268
54,S01c002,55,0.792301595211029,0.09207341820001602,0.6312216349720955,0.6364550518989563,0.6536170542240143
54,S01c004,861,0.8430362343788147,0.12706772983074188,0.36912620431184767,0.4279570162296295,0.5478125214576721
