vehicle_id,camera_id,count,mean,std,p0013,p02,p05,p10
54,S01c001,190,0.9099628925323486,0.04382512718439102,0.7883230877578259,0.8148854923248291,0.8282638877630234,0.8429081380367279
54,S01c002,21,0.8318482637405396,0.09404294192790985,0.6357999405860901,0.6403371930122376,0.6476162075996399,0.7220271825790405
54,S01c004,861,0.8430362343788147,0.12706772983074188,0.36912620431184767,0.4279570162296295,0.5478125214576721,0.6621283888816833
35,S01c003,105,0.9355074167251587,0.047113317996263504,0.7846312305450439,0.8026278901100159,0.8643592953681946,0.8752132415771484
35,S01c001,190,0.9446203708648682,0.02673235349357128,0.896322078794241,0.8984935319423676,0.9026045054197311,0.9111063182353973
35,S01c004,3655,0.953326940536499,0.04162134975194931,0.7824738498806953,0.8311641550064087,0.8605838775634765,0.8900320291519165
8,S01c003,45,0.9591305255889893,0.02533460035920143,0.8779940364599228,0.8942240810394287,0.922764778137207,0.9264893651008606
8,S01c001,78,0.9265617728233337,0.03618389740586281,0.8567244401991367,0.8687324559688568,0.8700990349054336,0.8785235822200775
8,S01c002,6,0.9740161895751953,0.010050390847027302,0.9578580715954303,0.9583860218524933,0.9592330008745193,0.9606446325778961
8,S01c004,465,0.9386290907859802,0.044276222586631775,0.7644337578773499,0.8348942875862122,0.8519060134887695,0.8749543905258179
10,S01c003,190,0.8796657919883728,0.0813196524977684,0.686036589705944,0.696771445274353,0.7278073012828827,0.7575500428676605
10,S01c001,28,0.9593172073364258,0.019132087007164955,0.9241132600128651,0.9254454481601715,0.9271021634340286,0.9281217634677887
10,S01c002,171,0.9093579649925232,0.0439363569021225,0.7976627959012985,0.8118379235267639,0.8309203684329987,0.8509063720703125
37,S01c003,91,0.9003726840019226,0.044803667813539505,0.7955891255736351,0.8116549253463745,0.817855566740036,0.8269665837287903
37,S01c001,45,0.8687223792076111,0.06137293949723244,0.6928888484477996,0.7348596906661987,0.7854806184768677,0.7960235238075256
37,S01c002,1,0.9613380432128906,0.0,0.9613380432128906,0.9613380432128906,0.9613380432128906,0.9613380432128906
37,S01c004,325,0.8439599871635437,0.13570599257946014,0.2759611512422562,0.38539151072502137,0.472215473651886,0.7246591329574585
11,S01c003,496,0.8756920695304871,0.08653675764799118,0.6055624787509442,0.6491153836250305,0.6787930130958557,0.7578155994415283
11,S01c001,78,0.9052934050559998,0.05462411046028137,0.7595849778234959,0.788696129322052,0.8028870612382889,0.8217436969280243
11,S01c002,136,0.9226308465003967,0.040259234607219696,0.8316007833182811,0.8477428376674652,0.8565525412559509,0.8658999800682068
11,S01c004,231,0.941749632358551,0.025060804560780525,0.878447589814663,0.8873773097991944,0.8975526690483093,0.9049730896949768
12,S01c003,153,0.864737331867218,0.09690503031015396,0.5764308280944824,0.6428025889396668,0.6797042965888977,0.7127104997634888
12,S01c001,21,0.9304776787757874,0.031472187489271164,0.8641740003824234,0.8673025012016297,0.8723214864730835,0.8888097405433655
12,S01c002,36,0.8967392444610596,0.059107210487127304,0.7660759626924991,0.7734399974346161,0.7869856357574463,0.8170469999313354
12,S01c004,171,0.9166178703308105,0.05291975289583206,0.7525352966785431,0.8021081924438477,0.8132341206073761,0.8464421033859253
33,S01c003,226128,0.9625187516212463,0.08299841731786728,0.6153749716460705,0.7016144371032715,0.7234448492527008,0.7753294587135315
33,S01c002,946,0.8078141212463379,0.11746983230113983,0.5247730880975723,0.588767796754837,0.6079321652650833,0.6428520977497101
33,S01c004,256686,0.9374952912330627,0.056059423834085464,0.5565503391623497,0.745835667848587,0.821411982178688,0.8995575308799744
13,S01c003,105,0.8980756998062134,0.06497538089752197,0.6936474584102631,0.7419085645675659,0.7570462107658387,0.7981207728385925
13,S01c001,21,0.9018504619598389,0.06691916286945343,0.7489598097801209,0.7630908846855163,0.7857610583305359,0.8156228065490723
13,S01c002,36,0.9383001327514648,0.022313768044114113,0.8866724045574665,0.8940437734127045,0.9006574302911758,0.9069521129131317
13,S01c004,91,0.9095324873924255,0.039850227534770966,0.8105943793058396,0.8331527352333069,0.8491106927394867,0.8592502474784851
14,S01c003,91,0.9294163584709167,0.03253928944468498,0.8458268873691559,0.8523033142089844,0.8673704266548157,0.8828527331352234
14,S01c001,66,0.9172511696815491,0.03991736099123955,0.7949884093403816,0.8350253641605377,0.8454373478889465,0.8603526055812836
14,S01c002,1,0.9382864832878113,0.0,0.9382864832878113,0.9382864832878113,0.9382864832878113,0.9382864832878113
